date,close,volume
2015-05-08,284.89,336584537.0
2015-05-09,269.22,134501957.0
2015-05-10,272.09,313391742.0
2015-05-11,281.96,305427113.0
2015-05-12,273.19,121752830.0
2015-05-13,280.54,260504470.0
2015-05-14,276.56,329416596.0
2015-05-15,276.94,85160155.0
2015-05-16,279.3,158611860.0
2015-05-17,276.46,317309551.0
2015-05-18,267.46,110087217.0
2015-05-19,266.71,217177578.0
2015-05-20,269.11,230851292.0
2015-05-21,276.08,133821651.0
2015-05-22,274.4,148418899.0
2015-05-23,271.71,306266281.0
2015-05-24,277.22,106301943.0
2015-05-25,270.03,150361400.0
2015-05-26,262.89,268612566.0
2015-05-27,272.88,147503848.0
2015-05-28,274.25,219845718.0
2015-05-29,268.86,84363038.0
2015-05-30,262.85,295824490.0
2015-05-31,275.94,219003641.0
2015-06-01,274.51,227608417.0
2015-06-02,263.12,112114179.0
2015-06-03,265.4,301135490.0
2015-06-04,272.94,295900337.0
2015-06-05,274.28,134995262.0
2015-06-06,263.54,106201445.0
2015-06-07,271.75,301046318.0
2015-06-08,265.45,233147188.0
2015-06-09,261.12,306187365.0
2015-06-10,272.17,324061102.0
2015-06-11,270.99,299956665.0
2015-06-12,258.15,257852766.0
2015-06-13,262.75,307370855.0
2015-06-14,269.93,295089351.0
2015-06-15,269.75,147851911.0
2015-06-16,269.07,108614447.0
2015-06-17,270.11,293839711.0
2015-06-18,259.51,277867087.0
2015-06-19,262.98,155319776.0
2015-06-20,267.97,137733687.0
2015-06-21,255.48,126223566.0
2015-06-22,259.99,289676865.0
2015-06-23,269.75,150885222.0
2015-06-24,264.32,178759100.0
2015-06-25,269.35,214065512.0
2015-06-26,268.39,110256464.0
2015-06-27,268.57,125835837.0
2015-06-28,268.14,147079113.0
2015-06-29,254.47,183745290.0
2015-06-30,263.87,157650703.0
2015-07-01,261.66,204969295.0
2015-07-02,258.92,219621368.0
2015-07-03,257.58,250878320.0
2015-07-04,254.3,301135455.0
2015-07-05,263.47,256320911.0
2015-07-06,267.41,246259780.0
2015-07-07,262.15,97948996.0
2015-07-08,267.64,162826921.0
2015-07-09,262.78,287255137.0
2015-07-10,269.99,156177790.0
2015-07-11,264.15,180825560.0
2015-07-12,266.37,153984292.0
2015-07-13,262.66,183246659.0
2015-07-14,276.53,252092995.0
2015-07-15,276.67,236740565.0
2015-07-16,267.65,216264003.0
2015-07-17,263.48,151019750.0
2015-07-18,271.22,225620276.0
2015-07-19,275.65,198815101.0
2015-07-20,272.91,135556058.0
2015-07-21,274.17,306619032.0
2015-07-22,280.26,126316111.0
2015-07-23,269.24,208910303.0
2015-07-24,279.08,167523025.0
2015-07-25,282.94,273624700.0
2015-07-26,281.28,140370242.0
2015-07-27,274.12,88848381.0
2015-07-28,275.64,201336468.0
2015-07-29,286.58,103136148.0
2015-07-30,280.01,241740544.0
2015-07-31,277.05,257085398.0
2015-08-01,282.9,145655010.0
2015-08-02,286.43,86028999.0
2015-08-03,288.84,281281756.0
2015-08-04,278.59,189898559.0
2015-08-05,280.55,324430174.0
2015-08-06,287.2,97501260.0
2015-08-07,283.35,298366317.0
2015-08-08,287.71,288716830.0
2015-08-09,292.17,338752996.0
2015-08-10,291.71,328791336.0
2015-08-11,297.67,244819805.0
2015-08-12,295.48,216100080.0
2015-08-13,298.24,228270862.0
2015-08-14,300.23,279916164.0
2015-08-15,293.6,152290378.0
2015-08-16,290.38,248192306.0
2015-08-17,300.37,222177055.0
2015-08-18,298.72,157607385.0
2015-08-19,289.74,158062533.0
2015-08-20,294.01,167962232.0
2015-08-21,299.63,122476762.0
2015-08-22,294.89,264613818.0
2015-08-23,304.27,104021696.0
2015-08-24,299.7,227462114.0
2015-08-25,300.67,140495345.0
2015-08-26,301.57,322526322.0
2015-08-27,305.38,269692182.0
2015-08-28,311.2,290792115.0
2015-08-29,303.32,88621233.0
2015-08-30,303.63,284063278.0
2015-08-31,313.71,341862551.0
2015-09-01,306.54,283855298.0
2015-09-02,309.73,247247091.0
2015-09-03,304.53,144689765.0
2015-09-04,309.37,95602943.0
2015-09-05,308.36,266687924.0
2015-09-06,310.48,131724627.0
2015-09-07,312.52,122233726.0
2015-09-08,316.29,96116251.0
2015-09-09,312.84,238175877.0
2015-09-10,306.75,256430436.0
2015-09-11,309.65,209851661.0
2015-09-12,308.87,187813813.0
2015-09-13,312.8,175140522.0
2015-09-14,324.18,192417921.0
2015-09-15,324.89,315052327.0
2015-09-16,316.16,110749697.0
2015-09-17,312.53,231433648.0
2015-09-18,332.37,186856402.0
2015-09-19,326.49,302085760.0
2015-09-20,327.41,295185270.0
2015-09-21,334.12,146057027.0
2015-09-22,316.85,129687954.0
2015-09-23,319.79,268990790.0
2015-09-24,329.29,150059579.0
2015-09-25,332.86,301097192.0
2015-09-26,323.25,253662991.0
2015-09-27,335.65,123078288.0
2015-09-28,337.99,357959645.0
2015-09-29,324.72,97041143.0
2015-09-30,329.69,275269445.0
2015-10-01,343.56,202958001.0
2015-10-02,339.61,113149411.0
2015-10-03,340.04,265699160.0
2015-10-04,329.07,300895282.0
2015-10-05,345.15,260208533.0
2015-10-06,331.26,359600721.0
2015-10-07,345.66,189787441.0
2015-10-08,339.36,194507462.0
2015-10-09,341.88,187090932.0
2015-10-10,349.88,324253353.0
2015-10-11,335.5,355559891.0
2015-10-12,347.38,324872912.0
2015-10-13,349.82,215692887.0
2015-10-14,351.32,365165587.0
2015-10-15,342.62,316946465.0
2015-10-16,349.16,228947900.0
2015-10-17,347.97,297816559.0
2015-10-18,345.41,330363398.0
2015-10-19,358.2,119234300.0
2015-10-20,360.26,164332226.0
2015-10-21,352.41,265725978.0
2015-10-22,351.55,101820765.0
2015-10-23,362.57,147143879.0
2015-10-24,349.92,317395207.0
2015-10-25,353.62,342338552.0
2015-10-26,362.34,174059183.0
2015-10-27,348.45,358793338.0
2015-10-28,351.03,296047897.0
2015-10-29,360.72,310957051.0
2015-10-30,366.1,281045653.0
2015-10-31,362.75,321762363.0
2015-11-01,355.06,156847536.0
2015-11-02,369.14,184311766.0
2015-11-03,367.73,232011705.0
2015-11-04,367.62,218242759.0
2015-11-05,373.37,192492105.0
2015-11-06,373.44,175153866.0
2015-11-07,364.44,130002645.0
2015-11-08,364.13,129631911.0
2015-11-09,372.79,317282181.0
2015-11-10,365.96,157742872.0
2015-11-11,373.68,306754602.0
2015-11-12,385.78,252774559.0
2015-11-13,371.19,125382117.0
2015-11-14,370.19,161854429.0
2015-11-15,370.87,100377092.0
2015-11-16,379.96,177667328.0
2015-11-17,391.04,263010743.0
2015-11-18,385.77,135409837.0
2015-11-19,390.75,244389240.0
2015-11-20,391.92,269456553.0
2015-11-21,383.69,227359505.0
2015-11-22,378.15,112216763.0
2015-11-23,396.74,242323711.0
2015-11-24,395.06,218846915.0
2015-11-25,378.69,281036356.0
2015-11-26,379.25,140955119.0
2015-11-27,392.23,189285097.0
2015-11-28,403.44,136116826.0
2015-11-29,399.13,281589911.0
2015-11-30,400.85,167883872.0
2015-12-01,395.59,233854261.0
2015-12-02,394.77,355703587.0
2015-12-03,408.9,193733957.0
2015-12-04,401.2,283313476.0
2015-12-05,405.15,386743985.0
2015-12-06,393.47,161969190.0
2015-12-07,405.45,148116775.0
2015-12-08,394.81,121721602.0
2015-12-09,391.74,232711115.0
2015-12-10,407.18,189050989.0
2015-12-11,399.46,311877503.0
2015-12-12,412.08,239748217.0
2015-12-13,412.82,383170421.0
2015-12-14,416.42,293358825.0
2015-12-15,414.44,386900356.0
2015-12-16,409.75,266557605.0
2015-12-17,416.38,380072824.0
2015-12-18,421.96,124711689.0
2015-12-19,406.67,193879067.0
2015-12-20,422.34,278219093.0
2015-12-21,411.97,139344932.0
2015-12-22,423.14,318757976.0
2015-12-23,430.69,259560683.0
2015-12-24,420.54,127279711.0
2015-12-25,410.2,232518137.0
2015-12-26,418.49,179112670.0
2015-12-27,413.76,395200638.0
2015-12-28,433.9,283873333.0
2015-12-29,438.02,418445513.0
2015-12-30,432.08,187964711.0
2015-12-31,417.0,333753083.0
2016-01-01,429.24,397879060.0
2016-01-02,441.74,210995749.0
2016-01-03,434.17,393361660.0
2016-01-04,432.72,172224577.0
2016-01-05,429.96,269552444.0
2016-01-06,439.35,486827530.0
2016-01-07,431.45,415978869.0
2016-01-08,431.34,517788746.0
2016-01-09,446.12,363858263.0
2016-01-10,437.69,264296305.0
2016-01-11,435.21,530274650.0
2016-01-12,438.34,346177887.0
2016-01-13,454.82,412120088.0
2016-01-14,444.01,306767043.0
2016-01-15,435.57,282889427.0
2016-01-16,451.74,397357162.0
2016-01-17,452.86,222794435.0
2016-01-18,448.24,520603427.0
2016-01-19,446.27,424951182.0
2016-01-20,438.76,533640799.0
2016-01-21,452.91,237638612.0
2016-01-22,441.75,362377455.0
2016-01-23,453.44,177115458.0
2016-01-24,466.43,524853157.0
2016-01-25,453.03,187103068.0
2016-01-26,464.18,349421442.0
2016-01-27,462.07,353027254.0
2016-01-28,450.97,483694550.0
2016-01-29,471.42,244323382.0
2016-01-30,460.68,300056109.0
2016-01-31,471.96,356515748.0
2016-02-01,471.85,507180858.0
2016-02-02,456.19,467864690.0
2016-02-03,461.09,530764817.0
2016-02-04,464.72,485056879.0
2016-02-05,459.5,264129025.0
2016-02-06,469.05,562635261.0
2016-02-07,467.39,203168764.0
2016-02-08,469.83,286765354.0
2016-02-09,471.27,371152902.0
2016-02-10,469.61,276834462.0
2016-02-11,463.13,432587500.0
2016-02-12,475.06,240940981.0
2016-02-13,481.93,161378885.0
2016-02-14,482.15,444689756.0
2016-02-15,485.15,308994356.0
2016-02-16,482.02,494088175.0
2016-02-17,492.22,358502490.0
2016-02-18,466.19,351824110.0
2016-02-19,483.2,515673051.0
2016-02-20,492.5,334794154.0
2016-02-21,483.54,338859346.0
2016-02-22,490.34,320962250.0
2016-02-23,489.48,210403046.0
2016-02-24,485.19,559476664.0
2016-02-25,482.47,439473377.0
2016-02-26,492.68,512948442.0
2016-02-27,499.75,519916713.0
2016-02-28,486.99,279706391.0
2016-02-29,498.08,475554938.0
2016-03-01,503.76,161601661.0
2016-03-02,481.08,412518356.0
2016-03-03,507.49,584587105.0
2016-03-04,503.46,335726821.0
2016-03-05,485.26,415419271.0
2016-03-06,509.52,342011763.0
2016-03-07,505.32,542129549.0
2016-03-08,487.0,486047348.0
2016-03-09,495.56,307413365.0
2016-03-10,492.23,374008692.0
2016-03-11,506.06,493874224.0
2016-03-12,495.21,178913328.0
2016-03-13,517.62,422819385.0
2016-03-14,499.62,543160058.0
2016-03-15,497.77,345647862.0
2016-03-16,502.29,257263190.0
2016-03-17,495.94,494170544.0
2016-03-18,524.47,451461683.0
2016-03-19,502.77,338887734.0
2016-03-20,509.7,405422332.0
2016-03-21,519.94,336879189.0
2016-03-22,509.06,518560986.0
2016-03-23,508.64,315775999.0
2016-03-24,518.64,253368543.0
2016-03-25,522.59,404827099.0
2016-03-26,536.94,284019329.0
2016-03-27,537.7,448358064.0
2016-03-28,516.81,398644921.0
2016-03-29,530.94,484370982.0
2016-03-30,512.04,414663069.0
2016-03-31,527.38,554160613.0
2016-04-01,521.9,504367438.0
2016-04-02,533.28,308758351.0
2016-04-03,535.44,430565574.0
2016-04-04,537.97,476827439.0
2016-04-05,538.6,530238883.0
2016-04-06,538.83,559805114.0
2016-04-07,540.63,291206693.0
2016-04-08,535.24,411846286.0
2016-04-09,545.87,192929949.0
2016-04-10,532.96,486554971.0
2016-04-11,530.29,209028474.0
2016-04-12,543.33,593085431.0
2016-04-13,544.28,567219688.0
2016-04-14,555.31,271254937.0
2016-04-15,556.38,374951917.0
2016-04-16,557.05,497006750.0
2016-04-17,542.93,203784692.0
2016-04-18,564.74,219695203.0
2016-04-19,566.14,553746632.0
2016-04-20,559.41,605695529.0
2016-04-21,568.75,529183115.0
2016-04-22,550.03,514042472.0
2016-04-23,539.54,394022046.0
2016-04-24,555.51,462430551.0
2016-04-25,564.06,425096692.0
2016-04-26,570.38,593139485.0
2016-04-27,547.64,258812827.0
2016-04-28,546.08,554824410.0
2016-04-29,565.45,578964191.0
2016-04-30,555.22,182206521.0
2016-05-01,576.94,582065814.0
2016-05-02,560.49,342378612.0
2016-05-03,556.23,588481998.0
2016-05-04,563.12,382201494.0
2016-05-05,557.3,561887758.0
2016-05-06,559.89,363117305.0
2016-05-07,579.57,505348103.0
2016-05-08,590.39,356523329.0
2016-05-09,584.69,230032365.0
2016-05-10,574.67,202108678.0
2016-05-11,578.56,347769793.0
2016-05-12,595.97,174255602.0
2016-05-13,577.05,363834855.0
2016-05-14,598.65,567183083.0
2016-05-15,570.17,474479528.0
2016-05-16,587.11,619517672.0
2016-05-17,581.9,344077510.0
2016-05-18,577.26,213403919.0
2016-05-19,601.86,376994540.0
2016-05-20,596.66,464427535.0
2016-05-21,595.68,168807222.0
2016-05-22,603.79,276426135.0
2016-05-23,581.57,422249544.0
2016-05-24,580.84,516249796.0
2016-05-25,587.13,259536944.0
2016-05-26,612.28,319371209.0
2016-05-27,587.65,583261337.0
2016-05-28,583.77,561481204.0
2016-05-29,590.23,219497584.0
2016-05-30,595.41,241635881.0
2016-05-31,611.68,173192438.0
2016-06-01,589.53,531850985.0
2016-06-02,599.01,313608566.0
2016-06-03,598.05,183944871.0
2016-06-04,620.22,417361497.0
2016-06-05,621.77,393650279.0
2016-06-06,624.38,412498784.0
2016-06-07,601.09,400239736.0
2016-06-08,633.42,184873020.0
2016-06-09,628.84,586948222.0
2016-06-10,620.54,384415420.0
2016-06-11,638.44,194207470.0
2016-06-12,621.77,357362344.0
2016-06-13,630.94,403409693.0
2016-06-14,640.76,200812439.0
2016-06-15,611.05,453892036.0
2016-06-16,611.87,293437712.0
2016-06-17,634.69,433144010.0
2016-06-18,624.48,647110183.0
2016-06-19,633.69,386344659.0
2016-06-20,637.98,213027525.0
2016-06-21,643.1,586550623.0
2016-06-22,642.62,544891635.0
2016-06-23,646.76,271937282.0
2016-06-24,637.89,276701083.0
2016-06-25,635.01,386640027.0
2016-06-26,639.42,211250605.0
2016-06-27,641.29,493043886.0
2016-06-28,640.72,239872194.0
2016-06-29,663.48,201147160.0
2016-06-30,661.44,213925263.0
2016-07-01,634.27,526523197.0
2016-07-02,663.71,446961092.0
2016-07-03,656.44,447111441.0
2016-07-04,647.89,226118192.0
2016-07-05,650.35,496629652.0
2016-07-06,667.53,605294512.0
2016-07-07,667.94,656031076.0
2016-07-08,664.72,344375218.0
2016-07-09,665.39,274676327.0
2016-07-10,670.08,281452503.0
2016-07-11,649.76,585889247.0
2016-07-12,661.66,549714894.0
2016-07-13,671.49,576330174.0
2016-07-14,683.96,666989879.0
2016-07-15,684.49,483087125.0
2016-07-16,679.0,182714315.0
2016-07-17,692.18,596551629.0
2016-07-18,666.95,258722375.0
2016-07-19,686.22,328108418.0
2016-07-20,673.04,171717897.0
2016-07-21,696.28,462914679.0
2016-07-22,678.69,241409654.0
2016-07-23,689.82,186420628.0
2016-07-24,696.09,282174126.0
2016-07-25,684.26,343916660.0
2016-07-26,683.81,537928611.0
2016-07-27,702.27,465560510.0
2016-07-28,675.17,195552775.0
2016-07-29,679.77,483587332.0
2016-07-30,702.93,313009674.0
2016-07-31,704.07,423763822.0
2016-08-01,696.5,312123038.0
2016-08-02,711.28,232546715.0
2016-08-03,699.26,317937904.0
2016-08-04,711.39,426467032.0
2016-08-05,712.58,197153728.0
2016-08-06,702.72,482110841.0
2016-08-07,687.88,324634954.0
2016-08-08,698.17,242458425.0
2016-08-09,701.7,341672695.0
2016-08-10,692.73,554472380.0
2016-08-11,701.56,368542020.0
2016-08-12,725.93,437962112.0
2016-08-13,733.22,601699173.0
2016-08-14,702.03,617469588.0
2016-08-15,702.38,181952103.0
2016-08-16,742.2,635075254.0
2016-08-17,728.91,477364098.0
2016-08-18,736.45,397431357.0
2016-08-19,712.18,184317178.0
2016-08-20,723.04,594948721.0
2016-08-21,737.63,617180919.0
2016-08-22,752.64,225469859.0
2016-08-23,751.08,308170073.0
2016-08-24,741.53,455228841.0
2016-08-25,734.7,340182265.0
2016-08-26,733.92,352043372.0
2016-08-27,728.01,443966280.0
2016-08-28,727.29,443470181.0
2016-08-29,764.46,368083928.0
2016-08-30,758.24,618722285.0
2016-08-31,763.96,307001737.0
2016-09-01,735.6,280625279.0
2016-09-02,757.93,587067269.0
2016-09-03,762.11,274804018.0
2016-09-04,769.23,447511851.0
2016-09-05,770.19,591614407.0
2016-09-06,758.06,675134406.0
2016-09-07,765.12,522467085.0
2016-09-08,769.67,647874652.0
2016-09-09,771.6,262322646.0
2016-09-10,747.66,413516589.0
2016-09-11,760.24,326903402.0
2016-09-12,750.61,449126106.0
2016-09-13,764.16,423286138.0
2016-09-14,754.17,623887261.0
2016-09-15,756.86,642463661.0
2016-09-16,795.0,521413657.0
2016-09-17,780.56,433685802.0
2016-09-18,784.61,614569921.0
2016-09-19,802.51,432572346.0
2016-09-20,800.33,543477656.0
2016-09-21,779.14,440321156.0
2016-09-22,772.88,214247090.0
2016-09-23,772.44,667944522.0
2016-09-24,785.67,572625293.0
2016-09-25,795.2,278182565.0
2016-09-26,784.78,421226085.0
2016-09-27,795.81,470927166.0
2016-09-28,784.19,385624113.0
2016-09-29,792.01,407251766.0
2016-09-30,796.54,512495808.0
2016-10-01,820.22,547656115.0
2016-10-02,787.07,234056860.0
2016-10-03,818.68,344520099.0
2016-10-04,822.81,553699208.0
2016-10-05,833.65,679352478.0
2016-10-06,807.56,507636539.0
2016-10-07,800.04,376798540.0
2016-10-08,842.55,584026284.0
2016-10-09,816.14,517179187.0
2016-10-10,845.03,364439219.0
2016-10-11,819.22,627891831.0
2016-10-12,842.8,568058947.0
2016-10-13,845.56,607919878.0
2016-10-14,840.39,485998340.0
2016-10-15,840.39,427780656.0
2016-10-16,828.12,390523548.0
2016-10-17,820.94,305911368.0
2016-10-18,861.5,469099946.0
2016-10-19,827.13,264088220.0
2016-10-20,821.51,658263261.0
2016-10-21,824.66,618332039.0
2016-10-22,863.88,697522311.0
2016-10-23,825.3,375385853.0
2016-10-24,864.42,266240330.0
2016-10-25,846.52,281168288.0
2016-10-26,871.82,635895826.0
2016-10-27,872.71,287382419.0
2016-10-28,855.62,424483502.0
2016-10-29,869.96,328333985.0
2016-10-30,859.98,353549302.0
2016-10-31,877.79,451939871.0
2016-11-01,868.68,369438660.0
2016-11-02,885.04,465456254.0
2016-11-03,888.5,407557180.0
2016-11-04,896.45,769374145.0
2016-11-05,873.06,354410011.0
2016-11-06,870.91,495357962.0
2016-11-07,903.78,674291120.0
2016-11-08,897.17,275528736.0
2016-11-09,870.06,560525767.0
2016-11-10,905.25,520919048.0
2016-11-11,866.29,676804476.0
2016-11-12,908.27,363420897.0
2016-11-13,905.69,355702469.0
2016-11-14,915.44,283600725.0
2016-11-15,892.44,745500922.0
2016-11-16,882.93,454535970.0
2016-11-17,891.88,209650206.0
2016-11-18,877.93,482646425.0
2016-11-19,889.89,772423928.0
2016-11-20,899.55,211436435.0
2016-11-21,931.96,697989631.0
2016-11-22,918.8,664792746.0
2016-11-23,892.89,361388581.0
2016-11-24,932.98,613135905.0
2016-11-25,897.15,606774629.0
2016-11-26,916.34,199861468.0
2016-11-27,898.06,344344698.0
2016-11-28,942.04,527966854.0
2016-11-29,938.27,514344918.0
2016-11-30,906.17,364784225.0
2016-12-01,918.9,225261812.0
2016-12-02,927.69,669498120.0
2016-12-03,931.95,264424608.0
2016-12-04,959.31,561735613.0
2016-12-05,911.51,499658750.0
2016-12-06,926.37,283050922.0
2016-12-07,939.15,566597727.0
2016-12-08,930.64,446098199.0
2016-12-09,956.92,252715660.0
2016-12-10,976.85,244402663.0
2016-12-11,953.51,506195927.0
2016-12-12,982.21,542374151.0
2016-12-13,950.21,482961023.0
2016-12-14,966.54,796824464.0
2016-12-15,946.78,209748799.0
2016-12-16,979.91,413946306.0
2016-12-17,978.99,586695565.0
2016-12-18,983.52,653444660.0
2016-12-19,960.28,228214803.0
2016-12-20,974.98,698290774.0
2016-12-21,955.58,670591359.0
2016-12-22,974.79,626307479.0
2016-12-23,986.89,701310153.0
2016-12-24,955.72,668861005.0
2016-12-25,981.25,382856569.0
2016-12-26,959.06,321754442.0
2016-12-27,961.2,765801007.0
2016-12-28,991.59,812049759.0
2016-12-29,995.56,360949374.0
2016-12-30,1010.45,325076987.0
2016-12-31,989.1,683294764.0
2017-01-01,1021.95,510405961.0
2017-01-02,983.42,527857460.0
2017-01-03,1035.86,831636812.0
2017-01-04,1042.48,557911500.0
2017-01-05,1053.69,646254350.0
2017-01-06,1030.65,969002811.0
2017-01-07,1038.28,877335533.0
2017-01-08,1057.61,321769743.0
2017-01-09,1056.2,901403070.0
2017-01-10,1059.01,511212429.0
2017-01-11,1035.79,767968594.0
2017-01-12,1056.62,730171391.0
2017-01-13,1070.77,803481648.0
2017-01-14,1072.44,295274655.0
2017-01-15,1112.84,549140341.0
2017-01-16,1128.03,489999635.0
2017-01-17,1133.7,1035355971.0
2017-01-18,1080.4,765867426.0
2017-01-19,1106.27,905563103.0
2017-01-20,1134.28,1039572148.0
2017-01-21,1104.84,750596376.0
2017-01-22,1155.08,300276309.0
2017-01-23,1113.15,890293091.0
2017-01-24,1140.55,580491954.0
2017-01-25,1161.44,767557646.0
2017-01-26,1176.32,1055394881.0
2017-01-27,1161.91,896960060.0
2017-01-28,1183.25,712289210.0
2017-01-29,1177.95,809618603.0
2017-01-30,1174.5,367479078.0
2017-01-31,1216.63,696804573.0
2017-02-01,1198.79,743717360.0
2017-02-02,1196.96,492903269.0
2017-02-03,1217.77,1113645033.0
2017-02-04,1213.33,1044829436.0
2017-02-05,1235.97,384726786.0
2017-02-06,1270.49,671853167.0
2017-02-07,1281.67,668846287.0
2017-02-08,1228.2,853932243.0
2017-02-09,1293.27,563530288.0
2017-02-10,1263.05,339704833.0
2017-02-11,1285.72,1053906957.0
2017-02-12,1317.49,910457390.0
2017-02-13,1331.42,850360512.0
2017-02-14,1329.05,736784513.0
2017-02-15,1284.14,459529234.0
2017-02-16,1293.34,969886106.0
2017-02-17,1292.23,765558201.0
2017-02-18,1327.6,994268947.0
2017-02-19,1350.44,833701868.0
2017-02-20,1320.84,560522619.0
2017-02-21,1403.56,946076062.0
2017-02-22,1373.12,980489629.0
2017-02-23,1406.11,366357317.0
2017-02-24,1427.08,884583506.0
2017-02-25,1392.0,907465333.0
2017-02-26,1391.59,1084464959.0
2017-02-27,1437.0,885339624.0
2017-02-28,1394.71,1164828876.0
2017-03-01,1424.71,1126966755.0
2017-03-02,1400.81,410948020.0
2017-03-03,1417.82,450030873.0
2017-03-04,1441.27,950013158.0
2017-03-05,1452.1,1165359972.0
2017-03-06,1509.5,1099614526.0
2017-03-07,1461.34,888458588.0
2017-03-08,1497.12,425777234.0
2017-03-09,1483.89,801375865.0
2017-03-10,1511.03,468300100.0
2017-03-11,1560.26,462177966.0
2017-03-12,1543.8,993880005.0
2017-03-13,1548.25,1110424560.0
2017-03-14,1553.82,1096058606.0
2017-03-15,1513.26,353649520.0
2017-03-16,1580.11,868252842.0
2017-03-17,1590.64,1053187422.0
2017-03-18,1578.01,926993779.0
2017-03-19,1595.41,920753486.0
2017-03-20,1585.05,1232584876.0
2017-03-21,1613.43,1097074879.0
2017-03-22,1642.94,613609191.0
2017-03-23,1592.91,376679542.0
2017-03-24,1638.79,794338310.0
2017-03-25,1625.37,909521287.0
2017-03-26,1646.11,1024073646.0
